ilan_ilce,ilan_fiyat,net_metrekare,oda_sayısı,bulunduğu_kat,ısıtma_tipi,krediye_uygunluk,banyo_sayısı,tipi,brüt_metrekare,binanın_yaşı,binanın_kat_sayısı,site_içerisinde
Kadıköy,6697620,62 M2,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun Değil,1,Daire,90 M2,0 (Yeni),10,Hayır
Kadıköy,8930160,90 M2,3+1,10.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,Daire,120 M2,5-10,13,Hayır
Kadıköy,10383375,90 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,125 M2,0 (Yeni),8,Hayır
Kadıköy,7426920,100 M2,3+1,3.Kat,Merkezi Doğalgaz,Krediye Uygun,1,Daire,120 M2,21 Ve Üzeri,9,Hayır
Kadıköy,6742010,90 M2,3+1,1.Kat,Merkezi Doğalgaz,Krediye Uygun,1,Daire,110 M2,21 Ve Üzeri,9,Hayır
Kadıköy,8355285,110 M2,3+1,5.Kat,Merkezi Doğalgaz,Krediye Uygun,1,Daire,135 M2,21 Ve Üzeri,5,Hayır
Kadıköy,4951280,70 M2,2+1,Düz Giriş (Zemin),Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,80 M2,21 Ve Üzeri,7,Evet
Kadıköy,5863980,71 M2,3+1,20.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,2,Daire,102 M2,0 (Yeni),25,Evet
Kadıköy,16298400,135 M2,4+1,8.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,150 M2,4,8,Hayır
Kadıköy,2779616,40 M2,1+1,7.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,56 M2,4,23,Evet
Kadıköy,11268600,145 M2,4+1,8.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,175 M2,21 Ve Üzeri,10,Hayır
Kadıköy,7083120,80 M2,3+1,7.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,Daire,110 M2,0 (Yeni),10,Hayır
Kadıköy,14139420,146 M2,3+2,8.Kat,Kombi Doğalgaz,Krediye Uygun,3,Daire,190 M2,5-10,8,Hayır
Kadıköy,12503700,80 M2,2+1,2.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,110 M2,4,13,Hayır
Kadıköy,5230800,60 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,80 M2,0 (Yeni),8,Hayır
Kadıköy,9765750,90 M2,3+1,11.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,125 M2,3,11,Hayır
Kadıköy,9375120,90 M2,3+1,3.Kat,Yerden Isıtma,Krediye Uygun,2,Daire,120 M2,0 (Yeni),8,Hayır
Kadıköy,8306700,75 M2,2+1,9.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,Daire,100 M2,4,14,Hayır
Kadıköy,6700860,125 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,135 M2,11-15,4,Hayır
Kadıköy,11952160,90 M2,3+1,Bahçe Dublex,Kombi Doğalgaz,Krediye Uygun,2,Daire,110 M2,1,5,Hayır
Kadıköy,8306700,86 M2,3+1,7.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,100 M2,0 (Yeni),8,Hayır
Kadıköy,14204457,144 M2,4+1,13.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,171 M2,0 (Yeni),13,Hayır
Kadıköy,8692920,105 M2,3+1,11.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,135 M2,21 Ve Üzeri,13,Evet
Kadıköy,6438880,72 M2,2+1,2.Kat,Merkezi Kömür,Krediye Uygun Değil,2,Daire,112 M2,0 (Yeni),28,Evet
Kadıköy,11595100,80 M2,2+1,9.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,110 M2,5-10,11,Hayır
Kadıköy,15811500,112 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,150 M2,0 (Yeni),14,Hayır
Kadıköy,13703300,90 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,130 M2,5-10,10,Hayır
Kadıköy,9137370,80 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,110 M2,4,9,Hayır
Kadıköy,11214045,100 M2,3+1,8.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,135 M2,0 (Yeni),12,Hayır
Kadıköy,5266560,120 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,130 M2,21 Ve Üzeri,5,Hayır
Kadıköy,6181632,72 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,96 M2,2,8,Hayır
Kadıköy,13703300,95 M2,3+1,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,130 M2,5-10,12,Hayır
Kadıköy,9014880,110 M2,3+1,11.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,Daire,140 M2,0 (Yeni),14,Hayır
Kadıköy,7117465,92 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,115 M2,0 (Yeni),8,Hayır
Kadıköy,9552705,90 M2,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,115 M2,16-20,10,Hayır
Kadıköy,7069710,70 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,95 M2,4,8,Hayır
Kadıköy,9806560,130 M2,4+1,1.Kat,Merkezi Doğalgaz,Krediye Uygun,2,Daire,160 M2,21 Ve Üzeri,9,Hayır
Kadıköy,6117240,78 M2,2+1,2.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,95 M2,5-10,10,Hayır
Kadıköy,5795280,70 M2,2+1,6.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,90 M2,0 (Yeni),9,Hayır
Kadıköy,9235760,70 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,85 M2,21 Ve Üzeri,3,Hayır
Kadıköy,12460050,130 M2,3+1,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,Daire,150 M2,0 (Yeni),14,Hayır
Kartal,2711720,76 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,Daire,88 M2,4,6,Hayır
Kartal,3256600,75 M2,2+1,1.Kat,Yerden Isıtma,Krediye Uygun,1,Daire,95 M2,11-15,5,Hayır
Kartal,8484840,150 M2,4+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,180 M2,0 (Yeni),5,Hayır
Kartal,4799200,120 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,2,Daire,140 M2,5-10,8,Hayır
Kartal,4867830,9 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,3,Daire,110 M2,5-10,4,Hayır
Kartal,4919040,120 M2,3+1,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,Daire,140 M2,0 (Yeni),15,Evet
Kartal,3513600,80 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,100 M2,0 (Yeni),4,Hayır
Kartal,2804780,70 M2,2+1,13.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,2,Daire,95 M2,0 (Yeni),22,Evet
Kartal,2947404,78 M2,2+1,Kot 3 (-3).Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,92 M2,0 (Yeni),12,Hayır
Kartal,5270400,140 M2,4+1,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,3,Daire,150 M2,11-15,5,Hayır
Kartal,3091968,77 M2,2+1,9.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,88 M2,0 (Yeni),14,Evet
Kartal,2742400,65 M2,1+1,19.Kat,VRV,Krediye Uygun Değil,1,Daire,80 M2,4,27,Evet
Kartal,5766660,150 M2,5+1,11.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,180 M2,5-10,11,Hayır
Kartal,4852400,150 M2,3+1,7.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,Daire,200 M2,5-10,9,Hayır
Kartal,6372432,110 M2,3+1,9.Kat,Merkezi (Pay Ölçer),Krediye Uygun,3,Daire,144 M2,0 (Yeni),17,Evet
Kartal,3203700,80 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,100 M2,5-10,10,Evet
Kartal,2346136,52 M2,1+1,13.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,68 M2,5-10,30,Evet
Kartal,3235575,71 M2,2+1,2.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,2,Residence,105 M2,0 (Yeni),25,Hayır
Kartal,6324480,160 M2,3+1,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,1,Daire,180 M2,5-10,6,Hayır
Kartal,6382870,145 M2,3.5+1,4.Kat,Merkezi (Pay Ölçer),Krediye Uygun,3,Daire,185 M2,5-10,14,Evet
Kartal,5270400,135 M2,3.5+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,150 M2,21 Ve Üzeri,8,Evet
Kartal,7762950,200 M2,5+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,1,Daire,225 M2,0 (Yeni),5,Hayır
Kartal,3162240,70 M2,2+1,4.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,90 M2,0 (Yeni),4,Evet
Kartal,3105180,70 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,Daire,90 M2,21 Ve Üzeri,4,Hayır
Kartal,27095000,210 M2,4+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,2,Villa,250 M2,21 Ve Üzeri,3,Evet
Kartal,4902040,95 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,110 M2,11-15,5,Hayır
Kartal,6513200,170 M2,3+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,2,Daire,190 M2,5-10,7,Hayır
Kartal,5520320,140 M2,5+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,2,Daire,160 M2,0 (Yeni),4,Hayır
Kartal,4164810,110 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,130 M2,5-10,6,Hayır
Kartal,5766660,170 M2,3+1,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,2,Daire,180 M2,21 Ve Üzeri,3,Hayır
Kartal,2587650,60 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,75 M2,5-10,4,Hayır
Kartal,3513600,85 M2,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,Daire,100 M2,21 Ve Üzeri,6,Hayır
Kartal,4140240,100 M2,2+1,27.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,120 M2,5-10,33,Evet
Kartal,4723840,130 M2,3+1,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,2,Daire,160 M2,0 (Yeni),3,Hayır
Kartal,6555380,160 M2,3+1,Çatı Katı,Kombi Doğalgaz,Krediye Uygun Değil,1,Daire,190 M2,21 Ve Üzeri,3,Hayır
Kartal,3162240,70 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,90 M2,5-10,4,Hayır
Kartal,2952400,80 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,100 M2,0 (Yeni),5,Hayır
Kartal,2986560,76 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,85 M2,4,4,Hayır
Kartal,4867460,110 M2,3+1,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,130 M2,5-10,8,Evet
Kartal,4919040,120 M2,3+1,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,2,Daire,140 M2,5-10,5,Hayır
Kartal,6407400,180 M2,4+1,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,Daire,200 M2,0 (Yeni),13,Evet
Kartal,4140240,100 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun Değil,1,Daire,120 M2,21 Ve Üzeri,4,Hayır
Kartal,3154060,110 M2,3+1,7.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,130 M2,11-15,12,Evet
Kartal,4216320,110 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,120 M2,0 (Yeni),4,Hayır
Kartal,2810880,60 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,80 M2,5-10,3,Hayır
Kartal,3689280,85 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,Daire,105 M2,0 (Yeni),4,Hayır
Kartal,3639300,130 M2,4+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,150 M2,5-10,5,Evet
Kartal,4743360,120 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,135 M2,5-10,4,Hayır
Kartal,3389650,90 M2,3+1,6.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,110 M2,0 (Yeni),6,Hayır
Kartal,3247640,90 M2,2+1,9.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,110 M2,11-15,11,Evet
Kartal,3524070,100 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,110 M2,5-10,10,Hayır
Kartal,2986560,70 M2,2+1,5.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,85 M2,0 (Yeni),20,Evet
Kartal,2986560,70 M2,2+1,5.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,85 M2,0 (Yeni),20,Evet
Kartal,3443328,75 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,98 M2,0 (Yeni),6,Hayır
Kartal,3690500,115 M2,3+1,Yüksek Giriş,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,125 M2,11-15,4,Evet
Kartal,4493040,105 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,120 M2,0 (Yeni),8,Hayır
Kartal,2657160,75 M2,3+1,2.Kat,Sobalı,Krediye Uygun Değil,1,Daire,90 M2,21 Ve Üzeri,2,Hayır
Kartal,3337920,80 M2,2+1,4.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,95 M2,0 (Yeni),20,Evet
Kartal,5175300,130 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,150 M2,21 Ve Üzeri,9,Evet
Kartal,5347680,100 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,Daire,120 M2,21 Ve Üzeri,4,Hayır
Kartal,3477690,75 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,90 M2,5-10,4,Hayır
Kartal,6121610,80 M2,2+1,6.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,Daire,95 M2,4,7,Hayır
Kartal,3162240,70 M2,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,1,Daire,90 M2,0 (Yeni),5,Hayır
Kartal,3744200,90 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,100 M2,0 (Yeni),4,Hayır
Kartal,3247640,100 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,110 M2,0 (Yeni),4,Hayır
Kartal,3247640,90 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,110 M2,21 Ve Üzeri,5,Evet
Kartal,34071040,300 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,Bina,320 M2,21 Ve Üzeri,2,Hayır
Kartal,3369780,80 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,Daire,90 M2,21 Ve Üzeri,2,Hayır
Kartal,6210360,160 M2,3+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,2,Daire,180 M2,0 (Yeni),5,Hayır
Kartal,2986560,70 M2,2+1,22.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,85 M2,4,27,Evet
Kartal,4312750,114 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,125 M2,21 Ve Üzeri,5,Hayır
Kartal,3247640,90 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun Değil,1,Daire,110 M2,21 Ve Üzeri,6,Evet
Kartal,2619275,65 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,85 M2,0 (Yeni),6,Hayır
Kartal,4485960,110 M2,3+1,6.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,Daire,120 M2,5-10,9,Evet
Kartal,3689280,95 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,Daire,105 M2,11-15,3,Hayır
Kartal,4314100,110 M2,3+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,2,Daire,140 M2,0 (Yeni),5,Hayır
Ataşehir,3928920,110 M2,3+1,Kot 2 (-2).Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,120 M2,11-15,4,Evet
Ataşehir,3404400,95 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,100 M2,21 Ve Üzeri,3,Hayır
Ataşehir,4189105,100 M2,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,115 M2,21 Ve Üzeri,5,Hayır
Ataşehir,4006970,100 M2,2+1,6.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,110 M2,21 Ve Üzeri,6,Hayır
Ataşehir,3817800,90 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,100 M2,3,7,Hayır
Ataşehir,4917645,115 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,135 M2,16-20,6,Hayır
Ataşehir,5106600,105 M2,3+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,2,Daire,150 M2,5-10,4,Hayır
Ataşehir,5091840,58 M2,1+1,12.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,65 M2,5-10,15,Evet
Ataşehir,10722998,105 M2,3+1,6.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,Daire,143 M2,5-10,33,Hayır
Ataşehir,8773362,87 M2,1.5+1,24.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,117 M2,5-10,30,Evet
Ataşehir,3599328,38 M2,1+1,3.Kat,Merkezi Doğalgaz,Krediye Uygun,1,Daire,48 M2,5-10,32,Evet
Ataşehir,11997760,120 M2,4+1,7.Kat,Merkezi Doğalgaz,Krediye Uygun,3,Daire,160 M2,5-10,7,Evet
Ataşehir,2199670,100 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,110 M2,21 Ve Üzeri,5,Hayır
Ataşehir,4006970,90 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,110 M2,5-10,6,Hayır
Ataşehir,5281915,120 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,2,Daire,145 M2,21 Ve Üzeri,7,Hayır
Ataşehir,3671830,70 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,85 M2,2,7,Evet
Ataşehir,5561856,70 M2,1+1,8.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,Daire,71 M2,16-20,15,Evet
Ataşehir,4553375,110 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,125 M2,21 Ve Üzeri,6,Hayır
Ataşehir,2914160,70 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,80 M2,21 Ve Üzeri,6,Hayır
Ataşehir,3744840,80 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,110 M2,21 Ve Üzeri,3,Hayır
Ataşehir,5154030,90 M2,3+1,6.Kat,Merkezi (Pay Ölçer),Krediye Uygun,2,Daire,135 M2,5-10,8,Evet
Ataşehir,3460565,85 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,1,Daire,95 M2,5-10,3,Hayır
Ataşehir,4371240,110 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,120 M2,16-20,4,Hayır
Ataşehir,4735510,115 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,Daire,130 M2,21 Ve Üzeri,8,Hayır
